date:day,loadweight
2012-07-01,3731.797014493382
2012-07-02,2640.991068197717
2012-07-03,2671.439437573166
2012-07-04,3166.1327224244073
2012-07-05,8745.094463679161
2012-07-06,7677.863116472551
2012-07-07,5906.665711392358
2012-07-08,7466.253111070434
2012-07-09,5078.986920655294
2012-07-10,2213.810903168131
2012-07-11,3011.529691745998
2012-07-12,6179.887301418894
2012-07-13,5114.25987457524
2012-07-14,6420.230335384605
2012-07-15,6645.072850668517
2012-07-16,5060.551261693634
2012-07-17,3455.007975133843
2012-07-18,1540.8146962330388
2012-07-19,6179.033399125127
2012-07-20,6001.273480226601
2012-07-21,6051.019842115517
2012-07-22,6674.76265975652
2012-07-23,2184.790988408621
2012-07-24,2309.393199285174
2012-07-25,4720.518621131207
2012-07-26,5626.989017814649
2012-07-27,5406.844079220857
2012-07-28,7426.9535202407105
2012-07-29,6758.060417263799
2012-07-30,2653.136374532113
2012-07-31,2498.590883110361
2012-08-01,2655.1318205107837
2012-08-02,4814.039978835427
2012-08-03,6353.196994363863
2012-08-04,5888.736999539272
2012-08-05,5831.655376063775
2012-08-06,3162.0912610390733
2012-08-07,2954.0728608098398
2012-08-08,3452.7155115431906
2012-08-09,6921.818987688984
2012-08-10,6914.680186228688
2012-08-11,7190.367641176066
2012-08-12,7628.711273826028
2012-08-13,3728.9984824577
2012-08-14,3212.4989104730435
2012-08-15,2544.654142989756
2012-08-16,4444.027695459317
2012-08-17,6733.941041852113
2012-08-18,6624.84510091381
2012-08-19,7523.058396368868
2012-08-20,3472.372263391989
2012-08-21,2403.701636892946
2012-08-22,2008.0451206808507
2012-08-23,5372.385862907806
2012-08-24,4183.486576982245
2012-08-25,6010.184539363422
2012-08-26,5706.368740717135
2012-08-27,2821.8098292453797
2012-08-28,2852.648914092227
2012-08-29,2623.267500420677
2012-08-30,4986.686871059846
2012-08-31,6069.632154288427
2012-09-01,5625.841458243308
2012-09-02,8094.970307660399
2012-09-03,3775.4264440997667
2012-09-04,2568.9478151313315
2012-09-05,2053.7124600002253
2012-09-06,6729.8066461235185
2012-09-07,4756.654305707835
2012-09-08,4674.960175603187
2012-09-09,6331.123005057928
2012-09-10,3799.5546554082835
2012-09-11,2843.147307883537
2012-09-12,3457.522294206732
2012-09-13,6419.271998195235
2012-09-14,8175.605404461927
2012-09-15,7929.57714054242
2012-09-16,6204.250032767081
2012-09-17,3748.1878258638035
2012-09-18,2950.547332264389
2012-09-19,3274.402555121925
2012-09-20,4255.546061034156
2012-09-21,6203.637369231479
2012-09-22,4843.964677385295
2012-09-23,5203.6034590138515
2012-09-24,3599.5263415266345
2012-09-25,2795.1165104989996
2012-09-26,4035.5475164838017
2012-09-27,5265.776193488861
2012-09-28,3581.602795760601
2012-09-29,7449.615546477346
2012-09-30,7800.4915432956295
2012-10-01,3103.9774993321603
2012-10-02,2383.0404040689446
2012-10-03,2646.635110261179
2012-10-04,5883.775897214467
2012-10-05,6379.982011231284
2012-10-06,8951.359424696004
2012-10-07,5598.875089002561
2012-10-08,3820.841922797803
2012-10-09,2622.910143044211
2012-10-10,4013.681114722058
2012-10-11,6378.516308959198
2012-10-12,8237.271390196565
2012-10-13,7680.944570810791
2012-10-14,6909.260358108648
2012-10-15,3101.012622452368
2012-10-16,3006.7686856987843
2012-10-17,5211.406779352316
2012-10-18,5292.473224231976
2012-10-19,4572.163150502939
2012-10-20,7822.088603103851
2012-10-21,6313.345647555616
2012-10-22,1676.348481571202
2012-10-23,2731.9445078042754
2012-10-24,3398.420188313691
2012-10-25,5484.130038278919
2012-10-26,3505.0110411242363
2012-10-27,6446.565120856542
2012-10-28,8168.742690585552
2012-10-29,3004.508911366905
2012-10-30,1954.3664779318349
2012-10-31,3761.0985554759036
2012-11-01,6146.930465204636
2012-11-02,6290.9950184780955
2012-11-03,6182.611923848537
2012-11-04,7005.874454806352
2012-11-05,3051.5457999314876
2012-11-06,1951.442169924571
2012-11-07,2882.7579514110207
2012-11-08,5938.366449165924
2012-11-09,5184.923699691903
2012-11-10,5071.201232532661
2012-11-11,6197.433782691445
2012-11-12,3918.8707142541884
2012-11-13,3748.706832059284
2012-11-14,3262.6362224964955
2012-11-15,5873.872221717397
2012-11-16,6864.251075271509
2012-11-17,5217.451549381989
2012-11-18,6066.824374373999
2012-11-19,4489.797262151876
2012-11-20,4296.788112344217
2012-11-21,2598.247162429939
2012-11-22,6631.694444906638
2012-11-23,5335.3330180018775
2012-11-24,7431.607110297491
2012-11-25,7113.204944882353
2012-11-26,5096.414888437592
2012-11-27,1407.2462031769478
2012-11-28,3694.3376072032156
2012-11-29,4719.204541037376
2012-11-30,7136.072906628695
2012-12-01,5649.1200455033495
2012-12-02,6294.025734096389
2012-12-03,3271.9864259651167
2012-12-04,3617.531514439283
2012-12-05,4061.8856147674783
2012-12-06,6526.03390918027
2012-12-07,8530.167304271741
2012-12-08,6993.084893046463
2012-12-09,6511.052648522411
2012-12-10,2658.662657229315
2012-12-11,3055.4180600744503
2012-12-12,3332.618312205729
2012-12-13,6898.560544253477
2012-12-14,5465.977081397558
2012-12-15,5214.519409516349
2012-12-16,4908.436372329236
2012-12-17,3120.689346839265
2012-12-18,2987.3513358411997
2012-12-19,3409.329507473724
2012-12-20,7489.949733993137
2012-12-21,5482.917419981501
2012-12-22,6833.896822964196
2012-12-23,5425.2359263674925
2012-12-24,1415.1278808143347
2012-12-25,3476.634298944653
2012-12-26,4182.331495969607
2012-12-27,6762.307857620018
2012-12-28,5865.600396060913
2012-12-29,6134.092401851283
2012-12-30,6994.266469272191
2012-12-31,2504.837452025856
2013-01-01,2390.4661494052907
2013-01-02,3047.2503757263307
2013-01-03,6625.772629405346
2013-01-04,6574.856689486991
2013-01-05,5005.747529611742
2013-01-06,6923.619745930831
2013-01-07,4364.947052943877
2013-01-08,3157.3722284668456
2013-01-09,3283.898440041222
2013-01-10,3741.494816665284
2013-01-11,5124.430459324494
2013-01-12,4621.300735555453
2013-01-13,6706.590188848812
2013-01-14,3117.7578289432854
2013-01-15,3077.117783182552
2013-01-16,3368.94092879463
2013-01-17,5239.409112887001
2013-01-18,6659.892499820735
2013-01-19,5379.602941835944
2013-01-20,6816.460403890385
2013-01-21,3876.6937214391187
2013-01-22,2908.7062683749436
2013-01-23,2213.6467786884823
2013-01-24,6385.273310037592
2013-01-25,6836.378766727986
2013-01-26,6815.083768737968
2013-01-27,4629.576037874307
2013-01-28,1678.722735491689
2013-01-29,3120.0797168412637
2013-01-30,2829.933831671358
2013-01-31,6375.966363074649
2013-02-01,7984.191109929445
2013-02-02,6462.838287728075
2013-02-03,8094.637844986198
2013-02-04,1979.6776041021678
2013-02-05,4202.699391920682
2013-02-06,3921.9255034113967
2013-02-07,7847.291947086003
2013-02-08,7215.486177989895
2013-02-09,4928.317946012111
2013-02-10,4051.6780902532714
2013-02-11,2542.93025775104
2013-02-12,4143.216125486446
2013-02-13,3346.7085171615518
2013-02-14,5452.791290438333
2013-02-15,6478.468077255389
2013-02-16,6617.186336788012
2013-02-17,4623.907641309468
2013-02-18,3572.4530749515593
2013-02-19,3885.2200243184934
2013-02-20,3150.5913138674773
2013-02-21,6632.791485194222
2013-02-22,5746.419219044625
2013-02-23,4524.682897960249
2013-02-24,4953.951304439615
2013-02-25,3078.143629959972
2013-02-26,2584.115248154451
2013-02-27,2376.084915410367
2013-02-28,5839.047119053914
2013-03-01,7383.96023143812
2013-03-02,6464.7667967415755
2013-03-03,6963.438417150847
2013-03-04,2616.6990301530827
2013-03-05,2365.3824829755813
2013-03-06,3519.2397075657072
2013-03-07,6952.297991413053
2013-03-08,3543.1049849719566
2013-03-09,6486.453576633178
2013-03-10,6286.892348330333
2013-03-11,1980.2456218852794
2013-03-12,3839.8114904119293
2013-03-13,3412.3968046800574
2013-03-14,5384.769461224004
2013-03-15,6122.367498158069
2013-03-16,6850.56073044976
2013-03-17,4783.925273667854
2013-03-18,2515.159413842951
2013-03-19,2359.595271284954
2013-03-20,3279.937918606771
2013-03-21,4669.6268361124
2013-03-22,6976.35261161113
2013-03-23,6096.777837324042
2013-03-24,7338.636509571711
2013-03-25,2229.8491344726776
2013-03-26,2865.264928648968
2013-03-27,4274.363241405805
2013-03-28,5839.282904320253
2013-03-29,6893.31158730957
2013-03-30,6939.210367685652
2013-03-31,6151.237878396803
2013-04-01,2943.898209022827
2013-04-02,3037.866302834277
2013-04-03,3489.432920246467
2013-04-04,6213.34684604883
2013-04-05,6237.086733645598
2013-04-06,5874.156844981353
2013-04-07,6067.886219806251
2013-04-08,2045.4210413479373
2013-04-09,1966.676729720861
2013-04-10,2040.3523807584859
2013-04-11,4765.851890308718
2013-04-12,5188.795490827426
2013-04-13,5347.9526658574
2013-04-14,8372.258177499809
2013-04-15,3277.558849039248
2013-04-16,2982.0080430130024
2013-04-17,2488.332866671062
2013-04-18,3133.558389890863
2013-04-19,5129.66434539335
2013-04-20,6041.187989170523
2013-04-21,5347.3420594289455
2013-04-22,2985.7561902485227
2013-04-23,2566.1616567092487
2013-04-24,2972.369765678463
2013-04-25,5980.671001209165
2013-04-26,4498.969500553005
2013-04-27,5164.81849489546
2013-04-28,5434.327031943611
2013-04-29,1926.6484230489243
2013-04-30,3886.931389811023
2013-05-01,3054.6722447546213
2013-05-02,6276.683660199581
2013-05-03,4765.757675790006
2013-05-04,6065.229162925518
2013-05-05,6557.409039390807
2013-05-06,2476.5864526475307
2013-05-07,3521.7238110807625
2013-05-08,3015.776349274385
2013-05-09,6561.142775636378
2013-05-10,7548.245419817327
2013-05-11,5424.390502452545
2013-05-12,6809.3342204648325
2013-05-13,4757.5433806565825
2013-05-14,2414.7204885581777
2013-05-15,2101.218691645735
2013-05-16,8641.467998459146
2013-05-17,6316.590227774891
2013-05-18,5127.839603781698
2013-05-19,5743.098762358912
2013-05-20,1674.2157048990728
2013-05-21,2086.794387822566
2013-05-22,2360.1985231200533
2013-05-23,6980.82145619179
2013-05-24,6779.461894515193
2013-05-25,7129.608600647884
2013-05-26,6624.366507642112
2013-05-27,1556.0509362037315
2013-05-28,3301.9730986928125
2013-05-29,3449.2828199187866
2013-05-30,7867.118911028134
2013-05-31,6378.065645155393
2013-06-01,5062.261909811412
2013-06-02,5208.9767508836585
2013-06-03,2319.3179481636835
2013-06-04,3723.483849349159
2013-06-05,3023.967691816838
2013-06-06,6540.699880499025
2013-06-07,7432.053348181846
2013-06-08,4190.338830001996
2013-06-09,5654.007166906533
2013-06-10,3823.4785864751007
2013-06-11,2537.9296978929815
2013-06-12,2738.8135431765163
2013-06-13,5103.923577946749
2013-06-14,7083.608825225421
2013-06-15,7523.975200453176
2013-06-16,5609.62930219697
2013-06-17,3716.6046995587158
2013-06-18,2208.4908322176116
2013-06-19,2296.6871483550544
2013-06-20,6090.561551357402
2013-06-21,6539.735315273382
2013-06-22,5682.00584126678
2013-06-23,8643.940017365905
2013-06-24,4409.21107433521
2013-06-25,4020.000469203229
2013-06-26,2265.8963636681447
2013-06-27,6457.670461249756
2013-06-28,4957.904958535539
2013-06-29,8426.267301916585
2013-06-30,6893.172869466179
2013-07-01,2407.6084931316404
2013-07-02,2893.8083977092656
2013-07-03,4407.783844063179
2013-07-04,6410.919182475458
2013-07-05,7611.312883248609
2013-07-06,7312.817193422231
2013-07-07,7614.903951576427
2013-07-08,3190.1122908978487
2013-07-09,2233.7092293290934
2013-07-10,3308.9713237105693
2013-07-11,6380.550180783553
2013-07-12,6254.710659849278
2013-07-13,7922.924435074374
2013-07-14,5324.8609148397845
2013-07-15,3517.062525126257
2013-07-16,3018.834551659693
2013-07-17,3729.538247322965
2013-07-18,5698.289849575241
2013-07-19,6429.440044462254
2013-07-20,6011.899036943775
2013-07-21,6295.372902761137
2013-07-22,3248.631810906312
2013-07-23,2931.2716406798
2013-07-24,3012.532857654872
2013-07-25,6215.723521879732
2013-07-26,6983.154990449281
2013-07-27,5868.649833891369
2013-07-28,5997.200307465383
2013-07-29,2455.307832453189
2013-07-30,2661.1225149226625
2013-07-31,3026.3631466994793
2013-08-01,6446.654378170865
2013-08-02,6246.489104691608
2013-08-03,6570.065679519553
2013-08-04,5424.723407468839
2013-08-05,3007.9275236978992
2013-08-06,2377.610106325895
2013-08-07,2364.6479659361858
2013-08-08,5841.784648088022
2013-08-09,4638.105724105514
2013-08-10,6144.833372981207
2013-08-11,5748.965664085826
2013-08-12,3721.137807485474
2013-08-13,3920.6794340580527
2013-08-14,3424.383346124639
2013-08-15,4691.800329236579
2013-08-16,8179.0918226070025
2013-08-17,9542.965530091577
2013-08-18,5271.723549636641
2013-08-19,3534.4615112315278
2013-08-20,2036.0736654234615
2013-08-21,4575.107989258449
2013-08-22,8237.105738768765
2013-08-23,6420.507037146251
2013-08-24,4912.733958613489
2013-08-25,5759.578590264959
2013-08-26,3546.8286882062907
2013-08-27,3948.9007768509564
2013-08-28,3622.889971291926
2013-08-29,5300.248391421086
2013-08-30,7406.029636170012
2013-08-31,6372.023983365759
2013-09-01,4888.3139949336555
2013-09-02,3147.604721878235
2013-09-03,3484.5625870369154
2013-09-04,3840.4946872026812
2013-09-05,8974.722343551734
2013-09-06,5964.505048223767
2013-09-07,6548.7136520976555
2013-09-08,6486.015989668221
2013-09-09,2441.4338904942615
2013-09-10,2517.012531247816
2013-09-11,1992.1881550657029
2013-09-12,5992.248747848821
2013-09-13,5544.464408424917
2013-09-14,8485.396518273526
2013-09-15,6802.879065269987
2013-09-16,2301.976744843204
2013-09-17,4142.862818407869
2013-09-18,2514.0403245808343
2013-09-19,6803.9472857566525
2013-09-20,4540.7872379671535
2013-09-21,6087.522215216115
2013-09-22,6886.257303316301
2013-09-23,1630.1850693261886
2013-09-24,2565.0912888711337
2013-09-25,3450.7946251226085
2013-09-26,7259.294074904702
2013-09-27,6778.875509212107
2013-09-28,7036.067553226941
2013-09-29,5347.456618187566
2013-09-30,1692.061473805887
2013-10-01,1789.2860714332128
2013-10-02,3114.0765187918164
2013-10-03,4991.250144670191
2013-10-04,6169.703789066345
2013-10-05,5020.905247075669
2013-10-06,7661.841731678902
2013-10-07,3438.128300549632
2013-10-08,3820.149550792856
2013-10-09,2783.105982610837
2013-10-10,5395.214814226844
2013-10-11,7721.343401199321
2013-10-12,6261.902176525565
2013-10-13,4861.208501193731
2013-10-14,2705.531773721504
2013-10-15,4096.028216615211
2013-10-16,4060.7386944231844
2013-10-17,6293.021268540429
2013-10-18,6223.933982752103
2013-10-19,6856.0535091867805
2013-10-20,7615.250536785502
2013-10-21,3046.71621233843
2013-10-22,3815.254314448096
2013-10-23,3704.5165566361566
2013-10-24,6032.987318873855
2013-10-25,5909.355644379157
2013-10-26,6262.3222456962
2013-10-27,7638.6044388220635
2013-10-28,2086.28302331562
2013-10-29,3960.8016999180154
2013-10-30,4614.368962762533
2013-10-31,6356.482499729906
2013-11-01,5501.54400982113
2013-11-02,7406.0318629858675
2013-11-03,5945.614088347549
2013-11-04,2641.721423420843
2013-11-05,2439.511124856681
2013-11-06,3622.6797524848803
2013-11-07,7966.0667549612435
2013-11-08,7042.929138450795
2013-11-09,4624.00409303849
2013-11-10,4912.020279000746
2013-11-11,2364.0134987279016
2013-11-12,3812.4123965298886
2013-11-13,1854.2558720491727
2013-11-14,6134.627937643218
2013-11-15,5497.715993594719
2013-11-16,9487.27004692064
2013-11-17,5089.430275999064
2013-11-18,2168.8667840290714
2013-11-19,2581.7211340206104
2013-11-20,4000.349794457072
2013-11-21,5837.3752106396205
2013-11-22,3074.2850783548392
2013-11-23,5076.875621242942
2013-11-24,5121.397728678478
2013-11-25,3157.1300075939953
2013-11-26,2723.5761839697625
2013-11-27,4456.8752349317
2013-11-28,6742.283421203201
2013-11-29,7468.119268438217
2013-11-30,6757.979579785636
2013-12-01,7225.488217336884
2013-12-02,2746.567836553575
2013-12-03,4225.823605100281
2013-12-04,3122.063439624556
2013-12-05,5436.008004211414
2013-12-06,7471.360611779389
2013-12-07,6349.331828676153
2013-12-08,6727.731727739543
2013-12-09,2511.7403545989487
2013-12-10,2539.747607271691
2013-12-11,3066.8037130024404
2013-12-12,7115.921121672798
2013-12-13,4471.566623390806
2013-12-14,7100.069735870789
2013-12-15,8838.741487558738
2013-12-16,2799.335752899826
2013-12-17,4256.522518926875
2013-12-18,3719.5522641434936
2013-12-19,7187.792924625082
2013-12-20,6652.729840852805
2013-12-21,5415.54338030085
2013-12-22,4125.6243934809645
2013-12-23,2853.9200832896
2013-12-24,2551.8445218173915
2013-12-25,2740.191103959704
2013-12-26,5953.297479458385
2013-12-27,3266.515013215556
2013-12-28,7560.074250807352
2013-12-29,6519.902706735825
2013-12-30,2159.3435611143436
2013-12-31,2549.9485757337407
2014-01-01,2740.1951860603426
2014-01-02,6865.606608807218
2014-01-03,6380.613307365961
2014-01-04,7179.186156404969
2014-01-05,3789.473253551121
2014-01-06,3180.2529278825164
2014-01-07,2481.407305257626
2014-01-08,3259.427296963671
2014-01-09,6220.300328838863
2014-01-10,4657.53587017278
2014-01-11,8166.510523772558
2014-01-12,5741.158425647181
2014-01-13,2757.5647795741984
2014-01-14,4268.534689876766
2014-01-15,3481.9533436203174
2014-01-16,8185.741280612411
2014-01-17,5372.860243180093
2014-01-18,5360.295213827851
2014-01-19,4040.0854533607535
2014-01-20,1648.5250924520037
2014-01-21,4384.52121611129
2014-01-22,1571.9107021208472
2014-01-23,6460.43221623374
2014-01-24,5610.014625975229
2014-01-25,8679.808450253668
2014-01-26,7052.41544197968
2014-01-27,2453.8427670365786
2014-01-28,3279.9487372074263
2014-01-29,3368.91771001454
2014-01-30,6561.348997788842
2014-01-31,7613.979079238817
2014-02-01,7020.431512185001
2014-02-02,6540.311165531399
2014-02-03,4339.0694669121
2014-02-04,2716.4174442883873
2014-02-05,2942.750387925432
2014-02-06,7254.64765718898
2014-02-07,7263.013306280198
2014-02-08,7056.77041444776
2014-02-09,9220.013365739882
2014-02-10,2213.6183928427035
2014-02-11,2703.233846295108
2014-02-12,3569.414686555831
2014-02-13,6153.203532417643
2014-02-14,5245.060162760815
2014-02-15,6773.625361181671
2014-02-16,5279.345263453486
2014-02-17,3020.932833887477
2014-02-18,3349.1348495446355
2014-02-19,3331.2421413535963
2014-02-20,5804.852585782836
2014-02-21,6526.227494055031
2014-02-22,5900.102240110214
2014-02-23,7270.709567447118
2014-02-24,2971.607808719999
2014-02-25,4046.9982063898997
2014-02-26,3157.6973555440272
2014-02-27,6236.919604851483
2014-02-28,4882.676430444066
2014-03-01,6890.21498863615
2014-03-02,7617.463728876881
2014-03-03,2696.2562544122907
2014-03-04,3886.3606621996587
2014-03-05,3060.7906125274735
2014-03-06,6406.265026960098
2014-03-07,6311.561871773078
2014-03-08,3749.8557278004732
2014-03-09,7379.043739257442
2014-03-10,3355.1736643871495
2014-03-11,2337.49018513204
2014-03-12,1774.2704819508788
2014-03-13,6866.6294923532
2014-03-14,6266.349033059913
2014-03-15,6856.583205756029
2014-03-16,6683.623208543482
2014-03-17,4384.84387148124
2014-03-18,1830.9688661051773
2014-03-19,3589.1693402937526
2014-03-20,7007.402669468036
2014-03-21,5219.130549081197
2014-03-22,5649.34067553879
2014-03-23,6638.54820026588
2014-03-24,3899.4033993948406
2014-03-25,4041.628610514309
2014-03-26,3160.9062674631787
2014-03-27,5218.984872795802
2014-03-28,7133.30304843754
2014-03-29,5554.8396615076645
2014-03-30,5405.618816820883
2014-03-31,3602.8597599193017
2014-04-01,2609.613154117122
2014-04-02,1848.6997444695983
2014-04-03,5470.220214957129
2014-04-04,8654.221584044393
2014-04-05,5879.2537909985085
2014-04-06,4862.187193499153
2014-04-07,2770.8806693587785
2014-04-08,3334.861296444281
2014-04-09,3087.0141848904727
2014-04-10,6100.052562850193
2014-04-11,6723.98009504598
2014-04-12,6715.410431438778
2014-04-13,6687.2347247609005
2014-04-14,2271.1142167083217
2014-04-15,2392.4351864593646
2014-04-16,2746.9107138005547
2014-04-17,6161.710135389184
2014-04-18,6892.3288858681935
2014-04-19,5806.072063393227
2014-04-20,6929.359053491712
2014-04-21,3410.699577391391
2014-04-22,3045.2118855847625
2014-04-23,2855.2530650401286
2014-04-24,6599.5159321495385
2014-04-25,6025.383391187845
2014-04-26,6449.464091345569
2014-04-27,6440.965641789787
2014-04-28,4507.961282091193
2014-04-29,2264.3799502593783
2014-04-30,3799.7874577075518
2014-05-01,6289.106225512479
2014-05-02,6255.516100002652
2014-05-03,9421.546323901935
2014-05-04,5060.721107735557
2014-05-05,2552.081108192701
2014-05-06,2284.2261773381424
2014-05-07,4052.3410292549174
2014-05-08,8587.032266794664
2014-05-09,6573.415694424847
2014-05-10,5633.785244939716
2014-05-11,7873.191431491199
2014-05-12,2435.131731725449
2014-05-13,3962.4110447161224
2014-05-14,3540.9438493438656
2014-05-15,4578.737573008773
2014-05-16,8119.151527494661
2014-05-17,5406.657982066869
2014-05-18,5304.883303715136
2014-05-19,2530.111897356278
2014-05-20,2464.5421764688717
2014-05-21,4285.03046273271
2014-05-22,4439.210152913994
2014-05-23,5398.750667544639
2014-05-24,7334.450930036571
2014-05-25,6669.541837956991
2014-05-26,2069.7908824920005
2014-05-27,3218.4837460253675
2014-05-28,2800.486155161185
2014-05-29,7772.147196400318
2014-05-30,7508.665549449352
2014-05-31,6960.951260152002
2014-06-01,5964.121520767156
2014-06-02,1392.7087774768456
2014-06-03,2278.2569673899375
2014-06-04,3156.62029173524
2014-06-05,7351.044957558686
2014-06-06,3603.1146791419997
2014-06-07,8514.485405628788
2014-06-08,4894.810920480189
2014-06-09,3681.4354063703136
2014-06-10,3609.3555514446034
2014-06-11,2710.3498344854497
2014-06-12,6811.504606849593
2014-06-13,8481.635520374006
2014-06-14,6042.044609287667
2014-06-15,6652.547645810212
2014-06-16,3374.813391478432
2014-06-17,2620.322217040204
2014-06-18,3822.997611472286
2014-06-19,5469.934133087265
2014-06-20,6680.010150877652
2014-06-21,4247.487722590833
2014-06-22,5994.312590941909
2014-06-23,3232.3710299042355
2014-06-24,3476.082259909592
2014-06-25,2398.2133512207783
2014-06-26,7210.665386525676
2014-06-27,6359.664865609365
2014-06-28,7766.454553392751
2014-06-29,6526.016685870027
2014-06-30,1934.7691218391205
2014-07-01,2962.980741684209
2014-07-02,2150.191362739517
2014-07-03,5707.694713826768
